SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
Ích Thọ Âm Dương-Hàn	Hỗ trợ bị động	1495	3					4			-1			\image\icon\fightskill\tongban\yishouyinyang_han.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	yishouyinyang_han	
Ích Thọ Âm Dương-Minh	Hỗ trợ bị động	1496	3					4			-1			\image\icon\fightskill\tongban\yishouyinyang_ming.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	yishouyinyang_ming	
Như Mộc Xuân Phong-Tuyệt	Hỗ trợ bị động	1497	3					4			-1			\image\icon\fightskill\tongban\rumuchunfeng_jue.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	rumuchunfeng_jue	
Như Mộc Xuân Phong-Cực	Hỗ trợ bị động	1498	3					4			-1			\image\icon\fightskill\tongban\rumuchunfeng_ji.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	rumuchunfeng_ji	
Như Mộc Xuân Phong-Chấn	Hỗ trợ bị động	1499	3					4			-1			\image\icon\fightskill\tongban\rumuchunfeng_zhen.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	rumuchunfeng_zhen	
Như Mộc Xuân Phong-Hàn	Hỗ trợ bị động	1500	3					4			-1			\image\icon\fightskill\tongban\rumuchunfeng_han.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	rumuchunfeng_han	
Như Mộc Xuân Phong-Minh	Hỗ trợ bị động	1501	3					4			-1			\image\icon\fightskill\tongban\rumuchunfeng_ming.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	rumuchunfeng_ming	
Ngũ Hành Vô Tướng	Hỗ trợ bị động	1502	3					4			-1			\image\icon\fightskill\tongban\wuxingwuxiang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	wuxingwuxiang	
Ngũ Hành Vô Tướng-Phục Thạch	Hỗ trợ bị động	1503	3					4			-1			\image\icon\fightskill\tongban\wuxingwuxiang_fushi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	wuxingwuxiang_fushi	
Ngũ Hành Vô Tướng-Chu Thiềm	Hỗ trợ bị động	1504	3					4			-1			\image\icon\fightskill\tongban\wuxingwuxiang_zhuchan.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	wuxingwuxiang_zhuchan	
Ngũ Hành Vô Tướng-Nghịch Thủy	Hỗ trợ bị động	1505	3					4			-1			\image\icon\fightskill\tongban\wuxingwuxiang_nishui.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	wuxingwuxiang_nishui	
Ngũ Hành Vô Tướng-Việt Quang	Hỗ trợ bị động	1506	3					4			-1			\image\icon\fightskill\tongban\wuxingwuxiang_yueguang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	wuxingwuxiang_yueguang	
Ngũ Hành Vô Tướng-Cự Mộc	Hỗ trợ bị động	1507	3					4			-1			\image\icon\fightskill\tongban\wuxingwuxiang_jumu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	wuxingwuxiang_jumu	
Truy Ảnh Quyết 	Hỗ trợ bị động	1508	3					4			-1			\image\icon\fightskill\tongban\zhuiyingjue.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	zhuiyingjue	
Vô Niệm Kinh	Hỗ trợ bị động	1509	3					4			-1			\image\icon\fightskill\tongban\wunianjing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	wunianjing	
Hội Thần Tĩnh Tâm	Hỗ trợ bị động	1510	3					4			-1			\image\icon\fightskill\tongban\huishenjingxin.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	huishenjingxin	
Kinh Hồng Nhất Kích 	Hỗ trợ bị động	1511	3					4			-1			\image\icon\fightskill\tongban\jinghongyiji.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	jinghongyiji	
Đạp Bộ Mê Tung 	Hỗ trợ bị động	1512	3					4			-1			\image\icon\fightskill\tongban\tabumizong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	tabumizong	
Hư Không Thiểm Ảnh	Hỗ trợ bị động	1513	3					4			-1			\image\icon\fightskill\tongban\xukongshanying.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xukongshanying	
Diệu Thủ Hồi Xuân	Hỗ trợ bị động	1514	3					4			-1			\image\icon\fightskill\tongban\miaoshouhuichun.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	miaoshouhuichun	
Từ Bi Tế Vũ 	Hỗ trợ bị động	1515	3					4			-1			\image\icon\fightskill\tongban\cibeixiyu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	cibeixiyu	
Phá Không Trảm Ảnh 	Hỗ trợ bị động	1516	3					4			-1			\image\icon\fightskill\tongban\pokongzhanying.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pokongzhanying	
Phá Không Trảm Ảnh-Bạch Hổ	Hỗ trợ bị động	1517	3					4			-1			\image\icon\fightskill\tongban\pokongzhanying_baihu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pokongzhanying_baihu	
Phá Không Trảm Ảnh-Thanh Long	Hỗ trợ bị động	1518	3					4			-1			\image\icon\fightskill\tongban\pokongzhanying_qinglong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pokongzhanying_qinglong	
Phá Không Trảm Ảnh-Huyền Vũ	Hỗ trợ bị động	1519	3					4			-1			\image\icon\fightskill\tongban\pokongzhanying_xuanwu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pokongzhanying_xuanwu	
Phá Không Trảm Ảnh-Chu Tước	Hỗ trợ bị động	1520	3					4			-1			\image\icon\fightskill\tongban\pokongzhanying_zhuque.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pokongzhanying_zhuque	
Phá Không Trảm Ảnh-Hoàng Long	Hỗ trợ bị động	1521	3					4			-1			\image\icon\fightskill\tongban\pokongzhanying_huanglong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pokongzhanying_huanglong	
Cam Vũ Lâm Hoa	Hỗ trợ bị động	1522	3					4			-1			\image\icon\fightskill\tongban\ganyulinhua.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	ganyulinhua	
Kỹ năng đồng hành_1		1523	2								-1				205			0	0	0			0	2	0	0	0	0	0	0	-1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Kỹ năng đồng hành_2		1524	2								-1				277			0	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Buff đồng hành_1		1525	2								-1							452	0	0			0	2	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Thuyết phục đồng hành_1		1526	2								-1							450	0	0			0	2	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Thuyết phục đồng hành_2		1527	2								-1							451	0	0			0	2	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Pháo hoa kết hôn	Hệ thống kết hôn	1528	5	1	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	555	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	jiehunxitongyanhua	
Pháo hoa kết hôn_Đầu Bạc Răng Long	Hệ thống kết hôn	1529	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	556	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Bách Niên Hảo Hợp	Hệ thống kết hôn	1530	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	557	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Phu Xướng Phụ Tùy	Hệ thống kết hôn	1531	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	558	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Cung Hỷ Phát Tài	Hệ thống kết hôn	1532	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	559	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Hoa Hảo Nguyệt Viên	Hệ thống kết hôn	1533	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	560	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Như Ý Cát Tường	Hệ thống kết hôn	1534	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	561	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Kim Đồng Ngọc Nữ	Hệ thống kết hôn	1535	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	562	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Tương Thân Tương Ái	Hệ thống kết hôn	1536	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	563	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Vĩnh Kết Đồng Tâm	Hệ thống kết hôn	1537	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	564	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Sớm Sinh Quý Tử	Hệ thống kết hôn	1538	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	565	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Đồng ý đi!	Hệ thống kết hôn	1539	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	566	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Yêu thương	Hệ thống kết hôn	1540	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	567	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Duy nhất	Hệ thống kết hôn	1541	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	568	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Mình cưới nhau nhé	Hệ thống kết hôn	1542	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	569	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hoa kết hôn_Đặc	Hệ thống kết hôn	1546	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	1	0	0	0	0	571	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hoa kết hôn_Rỗng	Hệ thống kết hôn	1547	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	1	0	0	0	0	572	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hệ thống kết hôn_Rừng hoa nhỏ	Hệ thống kết hôn	1548	5	3	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	1	0	0	2	0	574	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	1547	0	0	0	0	0	0	0	72		6					1	0	0	0	1	empty	
Hệ thống kết hôn_Rừng hoa	Hệ thống kết hôn	1549	5	4	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	1	0	0	2	0	573	-1	9	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	1548	6	0	1546	0	0	0	0	0	0	0	160		0					1	0	0	0	1	empty	
Kiểu chữ kết hôn	Hệ thống kết hôn	1555	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	579	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	jiehunxitongziti	
Hệ thống kết hôn_Phu Thê Giao Bái	Hệ thống kết hôn	1556	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	580	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hệ thống kết hôn_Nhị Bái Cao Đường	Hệ thống kết hôn	1557	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	581	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hệ thống kết hôn_Hôn	Hệ thống kết hôn	1558	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	582	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hệ thống kết hôn_Rải hoa	Hệ thống kết hôn	1559	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	583	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hệ thống kết hôn_Nhất Bái Thiên Địa	Hệ thống kết hôn	1560	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	584	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Hệ thống kết hôn_Pháo	Hệ thống kết hôn	1561	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	585	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa_Noel vui vẻ		1562	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	586	-1	1	1	11	-1	0	10	0	0	0	0	0	0	0	0	self	0	1566	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa_Chúc mừng năm mới		1563	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	587	-1	1	1	11	-1	0	5	0	0	0	0	0	0	0	0	self	0	1566	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Bối cảnh pháo hoa_1		1564	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	588	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	1565	30	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Bối cảnh pháo hoa_2		1565	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	589	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa_Đạn ẩn hình quạt		1566	5	3	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	590	-1	4	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	1564	0	0	0	0	0	0	0	-250		8					1	0	0	0	1	empty	
Pháo hoa_Noel vui vẻ		1567	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	591	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1583	0	0	0	1562	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Pháo nổ		1568	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	2	2	592	-1	3	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	300		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Vòng hoa		1569	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	2	6	593	-1	18	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	360		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Hôn		1570	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	594	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Pháo đơn		1571	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	595	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Liên tiếp 1		1572	5	1	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	596	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	1568	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Liên tiếp 2		1573	5	1	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	597	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1569	0	0	0	1570	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Lớn		1574	5	1	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	598	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1572	0	0	0	1573	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Vòng hoa đơn		1575	5	1	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	510	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1576	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Vòng hoa vừa		1576	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	511	-1	12	1	11	-1	0	12	0	0	0	0	0	0	0	0	self	0	1577	0	0	0	0	0	0	0	0	0	0	0	240		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Vòng hoa vừa bung		1577	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	512	-1	24	1	11	-1	0	24	0	0	0	0	0	0	0	0	self	0	1590	0	0	0	0	0	0	0	0	0	0	0	360		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Hoa rơi		1578	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	513	-1	16	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1589	0	0	0	0	0	0	0	0	0	0	0	512		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Vòng hoa rơi		1579	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	2	1	514	-1	16	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	96		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Điện nhập		1580	5	2	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	515	-1	2	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1581	0	0	0	0	0	0	0	0	0	0	0	96		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Đốt pháo		1581	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	516	-1	3	1	11	-1	0	12	0	0	0	0	0	0	0	0	self	0	1582	0	0	0	0	0	0	0	0	0	0	0	300		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Đốt pháo lớn		1582	5	3	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	517	-1	6	1	11	-1	0	42	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	500		40					1	0	0	0	1	empty	
